country,product,quantity,price
NG,product-2745,341,41.86
MA,product-2746,314,70.54
NG,product-2747,561,46.90
KE,product-2748,952,37.90
GH,product-2749,778,51.28
NG,product-2750,0,37.04
KE,product-2751,473,20.05
KE,product-2752,362,7.67
NG,product-2753,297,61.56
NG,product-2754,383,65.17
GH,product-2755,9,74.51
NG,product-2756,351,31.98
GH,product-2757,956,5.79
KE,product-2758,499,20.19
ZA,product-2759,113,30.05
ZA,product-2760,641,10.32
NG,product-2761,725,82.49
ZA,product-2762,332,99.06
GH,product-2763,728,87.01
NG,product-2764,128,31.32
MA,product-2765,881,80.12
ZA,product-2766,801,9.75
GH,product-2767,319,6.69
ZA,product-2768,899,54.28
NG,product-2769,740,52.43
GH,product-2770,997,79.09
KE,product-2771,48,1.34
MA,product-2772,557,65.13
KE,product-2773,556,15.46
KE,product-2774,976,19.63
GH,product-2775,657,94.20
NG,product-2776,489,98.57
KE,product-2777,729,37.98
KE,product-2778,737,17.47
MA,product-2779,183,88.44
GH,product-2780,901,83.56
NG,product-2781,721,25.73
KE,product-2782,828,35.62
KE,product-2783,569,49.33
ZA,product-2784,338,48.52
ZA,product-2785,357,80.35
NG,product-2786,701,62.20
GH,product-2787,751,40.40
MA,product-2788,854,99.26
ZA,product-2789,841,80.14
MA,product-2790,549,26.19
NG,product-2791,751,57.97
NG,product-2792,949,22.52
KE,product-2793,181,12.58
MA,product-2794,89,99.74
NG,product-2795,600,2.57
KE,product-2796,387,82.45
MA,product-2797,761,36.39
ZA,product-2798,161,44.96
KE,product-2799,297,96.45
NG,product-2800,283,86.08
GH,product-2801,575,95.02
GH,product-2802,83,48.60
MA,product-2803,840,40.12
GH,product-2804,822,87.93
MA,product-2805,352,80.71
MA,product-2806,750,87.96
KE,product-2807,850,15.62
KE,product-2808,34,3.85
KE,product-2809,970,31.62
GH,product-2810,206,20.07
MA,product-2811,271,23.92
NG,product-2812,134,19.15
NG,product-2813,274,28.87
ZA,product-2814,253,30.91
GH,product-2815,713,87.29
NG,product-2816,644,52.07
MA,product-2817,172,28.89
KE,product-2818,796,24.28
GH,product-2819,462,78.81
NG,product-2820,679,45.72
KE,product-2821,262,45.93
ZA,product-2822,303,71.72
GH,product-2823,152,4.52
MA,product-2824,399,94.51
ZA,product-2825,919,95.22
MA,product-2826,436,31.60
MA,product-2827,769,93.86
KE,product-2828,591,94.66
MA,product-2829,475,66.16
ZA,product-2830,146,90.80
MA,product-2831,778,4.70
NG,product-2832,25,95.26
MA,product-2833,429,10.09
KE,product-2834,877,72.27
KE,product-2835,569,6.06
GH,product-2836,224,56.35
KE,product-2837,846,89.84
GH,product-2838,673,52.77
NG,product-2839,803,9.11
GH,product-2840,581,69.23
GH,product-2841,261,90.04
GH,product-2842,633,64.13
MA,product-2843,696,69.73
ZA,product-2844,968,72.20
MA,product-2845,180,88.96
ZA,product-2846,9,80.47
KE,product-2847,134,13.62
NG,product-2848,26,82.09
ZA,product-2849,232,2.75
NG,product-2850,669,35.11
KE,product-2851,12,15.31
MA,product-2852,47,1.59
NG,product-2853,27,35.93
MA,product-2854,915,25.75
MA,product-2855,648,52.81
GH,product-2856,17,11.50
NG,product-2857,546,65.73
ZA,product-2858,781,18.44
GH,product-2859,415,96.92
KE,product-2860,669,79.04
GH,product-2861,70,90.95
MA,product-2862,431,45.01
GH,product-2863,207,12.73
MA,product-2864,898,11.41
MA,product-2865,228,46.79
KE,product-2866,962,56.90
ZA,product-2867,823,92.55
ZA,product-2868,672,32.72
KE,product-2869,389,67.97
MA,product-2870,159,18.58
NG,product-2871,814,29.11
MA,product-2872,57,12.70
MA,product-2873,939,16.15
KE,product-2874,948,60.05
NG,product-2875,255,61.89
GH,product-2876,53,25.51
KE,product-2877,864,85.78
ZA,product-2878,764,35.77
NG,product-2879,640,6.97
KE,product-2880,554,5.46
GH,product-2881,133,58.81
KE,product-2882,712,38.62
KE,product-2883,230,30.88
KE,product-2884,439,11.11
GH,product-2885,163,93.44
MA,product-2886,996,7.16
KE,product-2887,70,14.77
ZA,product-2888,640,27.93
MA,product-2889,26,60.36
ZA,product-2890,718,45.57
KE,product-2891,440,1.66
NG,product-2892,991,12.77
KE,product-2893,855,6.76
ZA,product-2894,759,13.57
MA,product-2895,734,16.03
ZA,product-2896,411,56.72
GH,product-2897,98,9.05
NG,product-2898,276,83.62
MA,product-2899,367,38.48
KE,product-2900,405,3.30
ZA,product-2901,657,21.35
MA,product-2902,56,87.15
KE,product-2903,939,19.70
GH,product-2904,371,45.55
ZA,product-2905,85,40.18
MA,product-2906,661,80.13
MA,product-2907,987,2.36
GH,product-2908,448,19.12
ZA,product-2909,432,11.87
GH,product-2910,89,59.60
MA,product-2911,240,75.93
MA,product-2912,941,48.24
KE,product-2913,92,84.93
NG,product-2914,878,44.41
MA,product-2915,401,37.85
ZA,product-2916,360,45.35
MA,product-2917,441,65.69
MA,product-2918,686,13.37
ZA,product-2919,826,88.42
ZA,product-2920,314,74.36
ZA,product-2921,551,66.18
NG,product-2922,112,54.72
NG,product-2923,531,51.68
ZA,product-2924,686,53.63
NG,product-2925,683,20.28
MA,product-2926,618,22.16
NG,product-2927,677,76.08
GH,product-2928,554,3.26
GH,product-2929,834,23.48
MA,product-2930,807,24.19
ZA,product-2931,79,89.31
ZA,product-2932,181,85.78
ZA,product-2933,516,46.71
KE,product-2934,464,1.87
MA,product-2935,879,59.90
GH,product-2936,3,8.60
NG,product-2937,518,91.32
ZA,product-2938,772,53.64
ZA,product-2939,955,3.48
GH,product-2940,607,87.74
ZA,product-2941,828,46.17
ZA,product-2942,375,80.60
KE,product-2943,418,49.88
KE,product-2944,730,28.60
NG,product-2945,994,55.69
MA,product-2946,856,53.23
ZA,product-2947,549,74.29
NG,product-2948,176,48.06
ZA,product-2949,440,33.80
ZA,product-2950,15,46.86
ZA,product-2951,469,82.51
GH,product-2952,468,57.37
ZA,product-2953,489,82.93
GH,product-2954,687,26.35
KE,product-2955,379,3.03
ZA,product-2956,478,59.21
MA,product-2957,132,89.27
MA,product-2958,786,37.01
ZA,product-2959,52,85.18
KE,product-2960,406,19.86
GH,product-2961,185,51.57
NG,product-2962,542,26.55
KE,product-2963,955,4.15
MA,product-2964,288,28.50
NG,product-2965,710,72.95
MA,product-2966,36,91.84
MA,product-2967,821,91.81
KE,product-2968,272,78.49
MA,product-2969,131,52.18
NG,product-2970,83,83.45
KE,product-2971,132,80.22
NG,product-2972,481,19.32
GH,product-2973,652,61.23
KE,product-2974,54,32.60
MA,product-2975,447,16.39
NG,product-2976,260,18.89
ZA,product-2977,866,50.09
ZA,product-2978,333,96.15
GH,product-2979,405,84.94
KE,product-2980,772,85.88
GH,product-2981,35,18.79
KE,product-2982,26,2.16
MA,product-2983,888,68.46
KE,product-2984,801,30.14
MA,product-2985,593,86.67
KE,product-2986,456,36.93
ZA,product-2987,35,50.32
KE,product-2988,942,32.66
KE,product-2989,79,67.20
GH,product-2990,764,37.86
MA,product-2991,638,98.29
KE,product-2992,420,53.37
KE,product-2993,632,95.07
MA,product-2994,97,86.69
MA,product-2995,811,75.70
ZA,product-2996,990,29.31
NG,product-2997,619,5.60
KE,product-2998,107,56.89
GH,product-2999,428,22.30
NG,product-3000,40,26.60
ZA,product-3001,431,26.04
ZA,product-3002,821,77.41
NG,product-3003,554,78.12
GH,product-3004,509,70.36
KE,product-3005,168,0.58
GH,product-3006,653,26.36
KE,product-3007,218,16.95
GH,product-3008,38,66.90
KE,product-3009,612,13.79
GH,product-3010,746,79.66
MA,product-3011,138,9.63
NG,product-3012,256,11.98
NG,product-3013,265,57.71
GH,product-3014,460,53.96
MA,product-3015,414,12.73
MA,product-3016,12,39.74
MA,product-3017,351,1.19
GH,product-3018,609,32.56
GH,product-3019,106,13.44
MA,product-3020,402,24.24
KE,product-3021,140,46.92
GH,product-3022,29,87.84
KE,product-3023,537,38.76
NG,product-3024,132,64.63
MA,product-3025,499,40.89
NG,product-3026,754,4.55
GH,product-3027,954,60.11
NG,product-3028,602,22.99
MA,product-3029,966,64.31
ZA,product-3030,758,80.02
GH,product-3031,119,69.29
ZA,product-3032,618,78.92
GH,product-3033,408,81.57
KE,product-3034,848,49.29
NG,product-3035,201,46.64
GH,product-3036,946,20.22
KE,product-3037,689,93.90
MA,product-3038,455,35.36
KE,product-3039,284,17.54
KE,product-3040,186,9.15
ZA,product-3041,737,96.40
MA,product-3042,231,37.90
MA,product-3043,56,11.24
ZA,product-3044,463,34.09
MA,product-3045,757,51.80
KE,product-3046,548,35.86
GH,product-3047,882,90.58
MA,product-3048,286,34.70
GH,product-3049,957,93.16
GH,product-3050,990,14.43
KE,product-3051,772,93.58
ZA,product-3052,700,70.08
GH,product-3053,781,79.11
NG,product-3054,491,42.86
KE,product-3055,273,25.83
MA,product-3056,847,99.33
ZA,product-3057,288,50.38
KE,product-3058,372,91.96
GH,product-3059,282,67.39
ZA,product-3060,277,16.29
NG,product-3061,549,84.98
GH,product-3062,960,81.67
ZA,product-3063,220,12.66
KE,product-3064,67,47.90
KE,product-3065,998,91.78
KE,product-3066,987,63.98
ZA,product-3067,372,1.29
MA,product-3068,971,74.78
KE,product-3069,709,23.98
NG,product-3070,88,83.66
GH,product-3071,633,98.41
KE,product-3072,542,26.73
ZA,product-3073,173,85.76
NG,product-3074,678,10.80
NG,product-3075,645,77.52
MA,product-3076,201,75.23
ZA,product-3077,985,64.42
KE,product-3078,193,45.70
KE,product-3079,982,36.79
MA,product-3080,7,29.29
ZA,product-3081,982,71.27
GH,product-3082,252,71.73
GH,product-3083,842,8.42
NG,product-3084,387,19.92
NG,product-3085,780,35.83
GH,product-3086,458,75.47
MA,product-3087,393,27.74
KE,product-3088,942,92.44
GH,product-3089,614,32.29
KE,product-3090,456,64.15
MA,product-3091,114,73.77
MA,product-3092,490,5.62
MA,product-3093,772,79.66
MA,product-3094,920,29.18
NG,product-3095,860,73.35
MA,product-3096,707,41.06
KE,product-3097,478,78.12
ZA,product-3098,429,98.52
MA,product-3099,895,33.59
MA,product-3100,891,96.18
MA,product-3101,959,61.99
NG,product-3102,3,98.24
KE,product-3103,666,29.89
MA,product-3104,404,39.61
KE,product-3105,843,76.09
MA,product-3106,47,12.74
MA,product-3107,946,21.02
ZA,product-3108,873,73.54
MA,product-3109,665,35.78
MA,product-3110,362,61.01
NG,product-3111,995,80.61
ZA,product-3112,522,0.51
GH,product-3113,345,38.77
NG,product-3114,275,7.60
MA,product-3115,85,58.26
MA,product-3116,682,87.44
ZA,product-3117,693,44.87
GH,product-3118,887,25.43
NG,product-3119,961,70.05
GH,product-3120,957,7.18
ZA,product-3121,536,35.83
NG,product-3122,829,24.58
KE,product-3123,803,33.38
KE,product-3124,933,12.98
NG,product-3125,850,52.55
GH,product-3126,114,92.30
GH,product-3127,621,47.69
KE,product-3128,251,3.11
MA,product-3129,161,96.74
NG,product-3130,407,73.61
KE,product-3131,886,97.67
GH,product-3132,909,72.07
NG,product-3133,99,41.24
ZA,product-3134,690,97.13
GH,product-3135,876,26.01
KE,product-3136,938,75.18
MA,product-3137,28,76.16
ZA,product-3138,928,54.40
MA,product-3139,678,77.28
KE,product-3140,290,2.10
NG,product-3141,432,3.85
NG,product-3142,885,88.08
NG,product-3143,59,81.24
NG,product-3144,199,86.12
MA,product-3145,254,80.51
KE,product-3146,529,14.47
NG,product-3147,20,17.98
GH,product-3148,719,60.08
MA,product-3149,884,49.46
MA,product-3150,450,44.09
MA,product-3151,888,84.37
NG,product-3152,17,75.62
GH,product-3153,132,89.33
MA,product-3154,700,77.95
MA,product-3155,461,27.31
KE,product-3156,759,7.09
MA,product-3157,303,1.61
MA,product-3158,946,9.56
KE,product-3159,110,66.44
GH,product-3160,970,95.10
ZA,product-3161,936,24.37
ZA,product-3162,990,85.70
ZA,product-3163,649,61.69
ZA,product-3164,468,49.35
NG,product-3165,421,45.26
GH,product-3166,6,98.17
MA,product-3167,723,40.90
KE,product-3168,663,68.89
KE,product-3169,608,3.47
ZA,product-3170,209,31.15
GH,product-3171,468,36.13
NG,product-3172,653,95.14
MA,product-3173,823,37.22
MA,product-3174,918,88.41
KE,product-3175,856,38.42
KE,product-3176,207,27.15
ZA,product-3177,336,88.36
KE,product-3178,20,6.43
GH,product-3179,426,64.29
KE,product-3180,224,74.15
NG,product-3181,854,19.84
MA,product-3182,43,72.15
GH,product-3183,529,36.04
KE,product-3184,90,84.09
MA,product-3185,103,23.37
KE,product-3186,320,35.47
KE,product-3187,891,41.96
NG,product-3188,389,43.05
MA,product-3189,361,51.17
KE,product-3190,233,84.85
ZA,product-3191,832,90.21
MA,product-3192,296,21.30
ZA,product-3193,44,99.45
GH,product-3194,849,95.98
ZA,product-3195,707,67.31
NG,product-3196,578,96.83
ZA,product-3197,376,39.23
NG,product-3198,635,86.16
ZA,product-3199,432,72.80
ZA,product-3200,41,63.34
MA,product-3201,480,83.81
GH,product-3202,757,8.37
MA,product-3203,345,65.79
KE,product-3204,915,72.06
GH,product-3205,308,34.35
ZA,product-3206,817,64.60
ZA,product-3207,722,64.07
ZA,product-3208,657,37.97
NG,product-3209,988,37.57
KE,product-3210,306,59.93
ZA,product-3211,715,5.17
KE,product-3212,875,39.79
GH,product-3213,314,3.04
KE,product-3214,399,49.29
GH,product-3215,540,32.11
GH,product-3216,517,3.28
MA,product-3217,263,31.05
ZA,product-3218,528,69.01
NG,product-3219,586,52.35
NG,product-3220,264,44.03
ZA,product-3221,82,64.23
ZA,product-3222,626,78.96
NG,product-3223,596,3.83
GH,product-3224,69,73.67
GH,product-3225,963,79.98
ZA,product-3226,926,32.07
GH,product-3227,783,9.16
NG,product-3228,904,82.81
NG,product-3229,570,34.22
GH,product-3230,140,94.38
MA,product-3231,95,86.68
NG,product-3232,405,5.33
ZA,product-3233,275,41.59
MA,product-3234,532,76.76
NG,product-3235,85,20.66
GH,product-3236,547,18.44
MA,product-3237,987,76.19
NG,product-3238,306,84.11
ZA,product-3239,319,54.02
ZA,product-3240,60,40.04
MA,product-3241,641,34.99
ZA,product-3242,259,84.97
MA,product-3243,637,38.24
NG,product-3244,293,29.88
ZA,product-3245,765,17.94
ZA,product-3246,644,83.68
GH,product-3247,997,37.19
ZA,product-3248,25,75.55
ZA,product-3249,717,68.13
KE,product-3250,542,14.07
MA,product-3251,396,19.05
ZA,product-3252,775,62.22
MA,product-3253,555,53.86
ZA,product-3254,129,7.35
ZA,product-3255,717,57.72
NG,product-3256,845,5.36
GH,product-3257,646,43.29
KE,product-3258,292,63.75
MA,product-3259,479,92.10
MA,product-3260,214,58.62
ZA,product-3261,193,26.65
MA,product-3262,850,48.53
MA,product-3263,738,14.31
ZA,product-3264,190,28.43
NG,product-3265,807,56.76
KE,product-3266,812,6.23
ZA,product-3267,151,83.11
NG,product-3268,562,29.96
ZA,product-3269,865,59.27
ZA,product-3270,682,53.26
MA,product-3271,387,30.55
MA,product-3272,724,88.77
GH,product-3273,202,74.99
NG,product-3274,999,56.86
GH,product-3275,354,70.06
GH,product-3276,622,52.78
NG,product-3277,345,82.76
GH,product-3278,754,55.61
MA,product-3279,361,80.46
NG,product-3280,724,43.22
NG,product-3281,350,78.41
GH,product-3282,79,80.98
MA,product-3283,756,57.36
ZA,product-3284,789,56.19
ZA,product-3285,972,92.43
ZA,product-3286,654,40.95
ZA,product-3287,168,10.59
NG,product-3288,674,18.21
KE,product-3289,292,30.10
ZA,product-3290,822,46.09
NG,product-3291,312,70.14
KE,product-3292,310,91.30
GH,product-3293,214,18.48
ZA,product-3294,371,21.21
GH,product-3295,94,43.53
NG,product-3296,23,15.84
GH,product-3297,275,20.76
ZA,product-3298,77,64.11
ZA,product-3299,655,95.96
NG,product-3300,968,53.14
NG,product-3301,962,79.01
KE,product-3302,793,97.36
MA,product-3303,790,74.45
MA,product-3304,926,51.92
KE,product-3305,376,59.75
ZA,product-3306,388,25.69
ZA,product-3307,519,43.59
NG,product-3308,793,43.85
GH,product-3309,333,23.33
ZA,product-3310,706,43.05
GH,product-3311,550,5.75
NG,product-3312,879,11.00
GH,product-3313,607,17.52
ZA,product-3314,762,49.52
GH,product-3315,645,71.87
GH,product-3316,163,4.46
MA,product-3317,210,65.41
GH,product-3318,645,90.39
GH,product-3319,756,94.39
KE,product-3320,125,76.40
GH,product-3321,602,43.75
NG,product-3322,766,77.38
ZA,product-3323,615,38.61
KE,product-3324,989,21.14
NG,product-3325,628,32.15
GH,product-3326,210,18.81
ZA,product-3327,440,97.57
GH,product-3328,779,54.00
KE,product-3329,618,13.12
MA,product-3330,911,55.66
KE,product-3331,386,12.68
NG,product-3332,719,12.07
MA,product-3333,403,15.36
MA,product-3334,825,24.00
KE,product-3335,786,61.25
KE,product-3336,605,64.54
ZA,product-3337,646,37.59
KE,product-3338,557,46.49
NG,product-3339,403,78.91
NG,product-3340,417,95.19
KE,product-3341,744,57.91
ZA,product-3342,118,92.35
NG,product-3343,954,64.57
NG,product-3344,832,86.89
NG,product-3345,954,2.66
GH,product-3346,4,69.94
ZA,product-3347,169,51.47
NG,product-3348,343,83.33
MA,product-3349,970,65.97
KE,product-3350,318,81.92
GH,product-3351,316,63.57
ZA,product-3352,239,56.13
NG,product-3353,44,74.13
NG,product-3354,64,47.05
NG,product-3355,311,76.81
MA,product-3356,182,35.16
ZA,product-3357,601,95.81
GH,product-3358,968,37.63
GH,product-3359,619,49.70
KE,product-3360,884,98.02
NG,product-3361,944,89.43
KE,product-3362,458,55.54
GH,product-3363,647,71.71
ZA,product-3364,974,98.61
GH,product-3365,352,41.65
NG,product-3366,102,38.80
MA,product-3367,264,11.67
NG,product-3368,707,28.91
NG,product-3369,410,72.11
NG,product-3370,294,88.15
MA,product-3371,979,26.24
GH,product-3372,490,16.14
KE,product-3373,914,54.57
GH,product-3374,993,88.50
NG,product-3375,456,55.61
MA,product-3376,45,78.79
GH,product-3377,474,12.09
GH,product-3378,979,71.57
NG,product-3379,969,0.27
NG,product-3380,974,20.17
NG,product-3381,822,9.85
NG,product-3382,451,28.65
MA,product-3383,313,93.89
GH,product-3384,19,46.13
NG,product-3385,898,62.93
MA,product-3386,206,74.29
NG,product-3387,222,6.98
GH,product-3388,930,84.28
KE,product-3389,382,34.62
KE,product-3390,738,94.51
ZA,product-3391,884,65.08
MA,product-3392,290,81.24
GH,product-3393,808,44.39
KE,product-3394,982,79.15
MA,product-3395,852,20.69
GH,product-3396,130,69.54
ZA,product-3397,385,68.55
NG,product-3398,485,21.81
ZA,product-3399,665,79.07
MA,product-3400,879,15.66
KE,product-3401,503,94.16
ZA,product-3402,594,42.38
ZA,product-3403,299,43.72
KE,product-3404,298,36.56
ZA,product-3405,159,97.57
MA,product-3406,766,29.29
NG,product-3407,548,82.49
ZA,product-3408,878,0.94
MA,product-3409,871,26.27
GH,product-3410,574,77.76
GH,product-3411,170,11.62
ZA,product-3412,505,80.38
GH,product-3413,326,16.65
NG,product-3414,647,31.32
KE,product-3415,993,47.79
MA,product-3416,454,15.99
NG,product-3417,306,90.63
ZA,product-3418,672,89.91
ZA,product-3419,480,59.91
ZA,product-3420,686,79.19
MA,product-3421,123,94.61
NG,product-3422,389,10.75
NG,product-3423,464,63.16
ZA,product-3424,636,53.34
GH,product-3425,657,41.01
MA,product-3426,33,37.87
NG,product-3427,781,8.27
NG,product-3428,994,57.45
KE,product-3429,212,33.50
MA,product-3430,116,43.09
KE,product-3431,326,54.31
NG,product-3432,368,11.56
KE,product-3433,584,76.75
KE,product-3434,24,3.86
MA,product-3435,821,80.10
KE,product-3436,567,72.18
KE,product-3437,735,6.08
NG,product-3438,125,38.72
ZA,product-3439,967,1.21
NG,product-3440,432,27.16
NG,product-3441,957,2.34
ZA,product-3442,287,30.11
KE,product-3443,178,6.86
MA,product-3444,662,31.98
GH,product-3445,260,69.51
MA,product-3446,886,24.60
ZA,product-3447,914,42.57
ZA,product-3448,862,32.48
ZA,product-3449,605,58.41
KE,product-3450,445,44.12
NG,product-3451,483,10.83
KE,product-3452,807,84.97
NG,product-3453,861,45.57
GH,product-3454,821,36.86
NG,product-3455,999,91.01
NG,product-3456,742,61.29
NG,product-3457,107,69.54
ZA,product-3458,693,77.45
GH,product-3459,486,38.61
ZA,product-3460,224,50.11
MA,product-3461,435,97.02
MA,product-3462,981,59.72
NG,product-3463,478,23.46
GH,product-3464,537,12.67
KE,product-3465,490,35.76
MA,product-3466,335,28.45
MA,product-3467,143,30.39
GH,product-3468,675,4.04
KE,product-3469,116,76.16
GH,product-3470,174,29.94
MA,product-3471,825,89.09
NG,product-3472,367,99.15
NG,product-3473,943,9.33
KE,product-3474,828,48.89
GH,product-3475,147,56.67
KE,product-3476,271,36.61
NG,product-3477,916,52.46
ZA,product-3478,48,18.15
NG,product-3479,112,45.54
NG,product-3480,845,14.65
MA,product-3481,304,21.76
GH,product-3482,786,41.14
GH,product-3483,385,59.41
NG,product-3484,39,59.57
KE,product-3485,673,39.67
NG,product-3486,6,6.49
MA,product-3487,882,62.77
NG,product-3488,555,76.25
ZA,product-3489,774,12.04
GH,product-3490,114,75.15
MA,product-3491,562,28.27
MA,product-3492,119,0.18
ZA,product-3493,361,12.49
ZA,product-3494,894,58.74
NG,product-3495,354,53.56
KE,product-3496,433,40.93
NG,product-3497,606,32.03
KE,product-3498,667,32.31
GH,product-3499,664,3.99
GH,product-3500,346,37.47
NG,product-3501,870,6.37
GH,product-3502,109,38.51
ZA,product-3503,834,47.67
GH,product-3504,396,91.44
ZA,product-3505,898,34.32
MA,product-3506,333,47.12
GH,product-3507,738,60.70
NG,product-3508,256,8.12
ZA,product-3509,299,55.39
GH,product-3510,990,53.67
MA,product-3511,507,27.72
GH,product-3512,639,35.73
NG,product-3513,60,53.51
KE,product-3514,216,86.70
KE,product-3515,781,96.83
KE,product-3516,665,46.32
MA,product-3517,475,70.14
MA,product-3518,976,21.20
KE,product-3519,728,3.49
KE,product-3520,709,21.90
ZA,product-3521,244,11.88
KE,product-3522,553,16.69
ZA,product-3523,724,30.98
ZA,product-3524,984,94.28
KE,product-3525,903,71.23
NG,product-3526,613,71.67
KE,product-3527,819,19.37
MA,product-3528,86,22.52
GH,product-3529,493,78.15
ZA,product-3530,981,82.17
NG,product-3531,983,52.53
GH,product-3532,160,12.25
NG,product-3533,969,23.29
MA,product-3534,254,65.94
ZA,product-3535,676,53.64
MA,product-3536,229,79.01
MA,product-3537,189,87.28
MA,product-3538,461,82.52
KE,product-3539,942,73.46
GH,product-3540,8,92.28
NG,product-3541,938,36.21
KE,product-3542,92,20.23
NG,product-3543,601,37.15
MA,product-3544,935,34.80
GH,product-3545,714,78.91
ZA,product-3546,55,21.27
NG,product-3547,772,33.86
NG,product-3548,413,52.24
GH,product-3549,600,25.92
GH,product-3550,636,54.25
NG,product-3551,494,67.19
KE,product-3552,873,89.99
MA,product-3553,624,70.96
ZA,product-3554,46,31.09
GH,product-3555,303,31.43
GH,product-3556,473,8.42
KE,product-3557,116,33.08
ZA,product-3558,336,73.53
NG,product-3559,196,68.84
MA,product-3560,751,12.94
KE,product-3561,963,23.64
ZA,product-3562,824,69.43
ZA,product-3563,115,96.34
KE,product-3564,475,74.44
ZA,product-3565,500,65.94
ZA,product-3566,505,92.70
NG,product-3567,905,36.37
KE,product-3568,929,49.33
KE,product-3569,280,53.01
KE,product-3570,416,3.71
NG,product-3571,885,23.44
NG,product-3572,986,41.07
GH,product-3573,476,85.03
KE,product-3574,103,59.00
KE,product-3575,354,66.46
NG,product-3576,58,58.17
KE,product-3577,488,44.86
GH,product-3578,271,21.63
ZA,product-3579,622,63.74
KE,product-3580,722,20.39
NG,product-3581,325,92.63
GH,product-3582,420,95.90
MA,product-3583,868,73.67
MA,product-3584,515,6.80
ZA,product-3585,228,86.89
ZA,product-3586,543,55.95
NG,product-3587,85,60.10
MA,product-3588,441,38.19
KE,product-3589,949,59.44
KE,product-3590,418,84.75
NG,product-3591,68,55.37
ZA,product-3592,765,73.56
GH,product-3593,76,95.52
GH,product-3594,858,61.86
GH,product-3595,350,37.15
MA,product-3596,0,32.37
ZA,product-3597,771,58.21
MA,product-3598,556,91.27
MA,product-3599,26,38.43
ZA,product-3600,901,93.44
GH,product-3601,542,15.13
KE,product-3602,733,92.56
GH,product-3603,117,28.99
KE,product-3604,336,81.64
MA,product-3605,10,33.03
NG,product-3606,591,1.76
ZA,product-3607,566,14.37
GH,product-3608,644,66.55
MA,product-3609,739,19.83
MA,product-3610,391,84.87
GH,product-3611,807,77.77
NG,product-3612,168,84.99
KE,product-3613,865,48.41
ZA,product-3614,69,96.32
NG,product-3615,726,88.51
ZA,product-3616,758,75.51
NG,product-3617,686,72.56
MA,product-3618,527,11.90
NG,product-3619,736,3.45
GH,product-3620,937,2.98
KE,product-3621,323,1.55
ZA,product-3622,912,13.01
MA,product-3623,56,56.94
NG,product-3624,747,24.02
GH,product-3625,286,37.39
MA,product-3626,411,7.68
MA,product-3627,714,79.32
ZA,product-3628,807,59.66
KE,product-3629,799,16.38
ZA,product-3630,360,91.79
GH,product-3631,724,68.84
ZA,product-3632,37,18.47
KE,product-3633,885,48.67
GH,product-3634,792,59.32
MA,product-3635,723,7.04
KE,product-3636,464,17.81
KE,product-3637,148,12.66
ZA,product-3638,610,36.74
NG,product-3639,401,86.42
NG,product-3640,950,47.71
ZA,product-3641,206,50.89
NG,product-3642,337,65.87
ZA,product-3643,470,25.18
MA,product-3644,248,14.30
ZA,product-3645,273,93.62
KE,product-3646,205,99.77
ZA,product-3647,943,73.04
GH,product-3648,465,35.72
ZA,product-3649,448,70.35
KE,product-3650,307,87.62
ZA,product-3651,957,24.04
KE,product-3652,726,50.11
MA,product-3653,987,85.96
NG,product-3654,521,98.53
GH,product-3655,294,38.40
MA,product-3656,386,47.00
KE,product-3657,225,62.67
KE,product-3658,527,57.70
ZA,product-3659,978,71.86
ZA,product-3660,879,93.51
NG,product-3661,913,27.90
KE,product-3662,138,9.22
NG,product-3663,282,74.48
KE,product-3664,521,37.98
KE,product-3665,865,84.12
MA,product-3666,76,80.92
MA,product-3667,971,18.73
ZA,product-3668,368,28.65
MA,product-3669,838,45.83
NG,product-3670,417,50.64
GH,product-3671,266,77.25
KE,product-3672,629,39.02
ZA,product-3673,357,43.14
KE,product-3674,685,19.87
GH,product-3675,662,60.93
NG,product-3676,782,43.38
GH,product-3677,618,67.45
GH,product-3678,56,86.35
MA,product-3679,418,88.13
NG,product-3680,309,74.20
KE,product-3681,197,12.51
KE,product-3682,103,7.95
MA,product-3683,629,98.80
NG,product-3684,382,93.20
GH,product-3685,879,63.56
GH,product-3686,34,97.95
MA,product-3687,53,19.29
GH,product-3688,584,58.94
MA,product-3689,494,58.85
ZA,product-3690,417,97.55
GH,product-3691,774,40.83
KE,product-3692,793,34.61
GH,product-3693,385,1.44
KE,product-3694,138,92.28
MA,product-3695,436,56.15
KE,product-3696,462,45.75
ZA,product-3697,926,60.23
GH,product-3698,202,71.38
ZA,product-3699,782,95.36
ZA,product-3700,406,53.00
GH,product-3701,18,73.70
GH,product-3702,575,71.23
NG,product-3703,63,77.53
ZA,product-3704,748,24.11
ZA,product-3705,616,78.16
ZA,product-3706,240,60.42
ZA,product-3707,480,28.79
NG,product-3708,656,15.82
GH,product-3709,670,73.21
MA,product-3710,57,47.11
MA,product-3711,697,73.32
ZA,product-3712,103,29.81
KE,product-3713,548,88.18
GH,product-3714,58,4.87
KE,product-3715,156,21.52
GH,product-3716,721,67.01
ZA,product-3717,902,64.60
KE,product-3718,380,9.00
KE,product-3719,539,32.47
MA,product-3720,586,9.21
ZA,product-3721,474,94.78
MA,product-3722,837,94.12
NG,product-3723,481,53.38
GH,product-3724,650,14.80
ZA,product-3725,112,81.54
ZA,product-3726,898,56.06
KE,product-3727,883,82.63
ZA,product-3728,665,9.84
