country,product,quantity,price
GH,product-2536,548,92.65
KE,product-2537,257,21.00
ZA,product-2538,966,22.71
MA,product-2539,656,5.85
NG,product-2540,903,2.61
GH,product-2541,4,41.39
KE,product-2542,417,46.60
ZA,product-2543,180,23.55
MA,product-2544,337,41.12
NG,product-2545,819,35.97
GH,product-2546,628,89.97
KE,product-2547,415,27.51
ZA,product-2548,219,24.49
MA,product-2549,978,20.04
NG,product-2550,570,69.30
GH,product-2551,105,3.36
KE,product-2552,648,57.55
ZA,product-2553,890,35.73
MA,product-2554,91,14.03
NG,product-2555,608,5.96
GH,product-2556,755,4.66
KE,product-2557,415,75.21
ZA,product-2558,306,45.21
MA,product-2559,377,56.40
NG,product-2560,120,25.94
GH,product-2561,363,0.35
KE,product-2562,821,57.91
ZA,product-2563,716,97.00
MA,product-2564,577,14.40
NG,product-2565,578,22.24
GH,product-2566,766,1.43
KE,product-2567,538,25.88
ZA,product-2568,261,2.98
MA,product-2569,232,67.05
NG,product-2570,716,6.18
GH,product-2571,722,60.89
KE,product-2572,508,85.77
ZA,product-2573,529,47.03
MA,product-2574,546,41.16
NG,product-2575,547,31.75
GH,product-2576,407,55.76
KE,product-2577,257,39.84
ZA,product-2578,899,3.45
MA,product-2579,417,16.15
NG,product-2580,165,72.21
GH,product-2581,883,17.48
KE,product-2582,30,14.48
ZA,product-2583,259,73.24
MA,product-2584,635,14.55
NG,product-2585,162,52.14
GH,product-2586,244,13.65
KE,product-2587,400,61.55
ZA,product-2588,75,51.52
MA,product-2589,276,2.86
NG,product-2590,819,69.94
GH,product-2591,127,60.00
KE,product-2592,625,47.64
ZA,product-2593,967,75.09
MA,product-2594,473,91.50
NG,product-2595,357,63.72
GH,product-2596,866,4.22
KE,product-2597,804,3.52
ZA,product-2598,644,94.77
MA,product-2599,57,37.88
NG,product-2600,104,18.86
GH,product-2601,557,13.10
KE,product-2602,399,80.42
ZA,product-2603,145,84.90
MA,product-2604,548,3.20
NG,product-2605,933,28.22
GH,product-2606,724,96.37
KE,product-2607,498,94.99
ZA,product-2608,390,80.79
MA,product-2609,557,51.61
NG,product-2610,848,69.52
GH,product-2611,397,30.70
KE,product-2612,595,12.54
ZA,product-2613,75,35.09
MA,product-2614,92,85.50
NG,product-2615,29,89.15
GH,product-2616,653,89.24
KE,product-2617,379,41.30
ZA,product-2618,686,98.40
MA,product-2619,485,91.04
NG,product-2620,729,82.03
GH,product-2621,804,91.25
KE,product-2622,444,11.03
ZA,product-2623,783,54.10
MA,product-2624,329,11.92
NG,product-2625,407,74.10
GH,product-2626,825,22.15
KE,product-2627,146,43.67
ZA,product-2628,288,93.51
MA,product-2629,938,66.56
NG,product-2630,742,53.92
GH,product-2631,101,71.93
KE,product-2632,568,29.81
ZA,product-2633,252,46.29
MA,product-2634,381,37.29
NG,product-2635,568,70.65
GH,product-2636,816,51.64
KE,product-2637,10,73.85
ZA,product-2638,956,51.84
MA,product-2639,168,8.41
NG,product-2640,400,75.43
GH,product-2641,86,57.62
KE,product-2642,808,47.85
ZA,product-2643,907,13.10
MA,product-2644,144,76.41
NG,product-2645,316,80.05
GH,product-2646,468,4.54
KE,product-2647,459,9.78
ZA,product-2648,202,40.49
MA,product-2649,512,76.55
NG,product-2650,683,29.10
GH,product-2651,334,9.96
KE,product-2652,846,50.73
ZA,product-2653,5,76.85
MA,product-2654,894,36.73
NG,product-2655,605,25.79
GH,product-2656,797,4.40
KE,product-2657,595,66.07
ZA,product-2658,814,40.38
MA,product-2659,546,3.55
NG,product-2660,519,88.94
GH,product-2661,236,86.62
KE,product-2662,198,53.74
ZA,product-2663,832,90.53
MA,product-2664,494,61.88
NG,product-2665,947,84.97
GH,product-2666,46,18.05
KE,product-2667,98,58.27
ZA,product-2668,415,77.28
MA,product-2669,978,69.86
NG,product-2670,898,36.69
GH,product-2671,93,52.32
KE,product-2672,715,19.52
ZA,product-2673,201,66.85
MA,product-2674,606,76.28
NG,product-2675,845,8.84
GH,product-2676,364,78.00
KE,product-2677,359,8.06
ZA,product-2678,124,86.06
MA,product-2679,153,60.17
NG,product-2680,562,8.94
GH,product-2681,33,33.86
KE,product-2682,142,95.16
ZA,product-2683,170,39.16
MA,product-2684,511,93.76
NG,product-2685,353,4.61
GH,product-2686,890,67.32
KE,product-2687,512,5.39
ZA,product-2688,576,3.88
MA,product-2689,107,6.91
NG,product-2690,406,10.02
GH,product-2691,117,16.51
KE,product-2692,833,79.33
ZA,product-2693,659,94.03
MA,product-2694,351,79.17
NG,product-2695,814,18.56
GH,product-2696,783,55.09
KE,product-2697,157,13.22
ZA,product-2698,165,57.95
MA,product-2699,712,97.63
NG,product-2700,227,48.57
GH,product-2701,247,22.63
KE,product-2702,684,61.46
ZA,product-2703,302,71.73
MA,product-2704,869,36.94
NG,product-2705,347,61.48
GH,product-2706,203,14.31
KE,product-2707,676,64.25
ZA,product-2708,178,35.40
MA,product-2709,96,21.90
NG,product-2710,590,70.58
GH,product-2711,277,59.76
KE,product-2712,669,7.39
ZA,product-2713,130,45.29
MA,product-2714,892,63.08
NG,product-2715,706,4.35
GH,product-2716,435,10.44
KE,product-2717,439,12.19
ZA,product-2718,206,0.20
MA,product-2719,22,75.20
NG,product-2720,585,0.16
GH,product-2721,256,90.01
KE,product-2722,228,22.54
ZA,product-2723,589,63.87
MA,product-2724,916,61.44
NG,product-2725,595,6.86
GH,product-2726,534,20.83
KE,product-2727,149,76.98
ZA,product-2728,875,53.07
MA,product-2729,846,37.07
NG,product-2730,42,53.09
GH,product-2731,814,60.71
KE,product-2732,556,62.13
ZA,product-2733,791,20.07
MA,product-2734,194,1.03
NG,product-2735,170,31.94
GH,product-2736,235,56.96
KE,product-2737,574,41.20
ZA,product-2738,771,21.63
MA,product-2739,931,88.49
NG,product-2740,762,54.74
GH,product-2741,297,52.77
KE,product-2742,785,94.28
ZA,product-2743,561,1.33
MA,product-2744,806,83.47
NG,product-2745,21,28.81
GH,product-2746,249,31.35
KE,product-2747,980,10.13
ZA,product-2748,716,19.56
MA,product-2749,564,79.12
NG,product-2750,495,60.87
GH,product-2751,694,81.13
KE,product-2752,509,74.43
ZA,product-2753,163,39.96
MA,product-2754,112,19.77
NG,product-2755,136,37.30
GH,product-2756,454,97.63
KE,product-2757,175,26.24
ZA,product-2758,211,44.18
MA,product-2759,694,18.98
NG,product-2760,369,39.88
GH,product-2761,278,0.11
KE,product-2762,98,90.03
ZA,product-2763,151,80.68
MA,product-2764,535,45.14
NG,product-2765,750,84.68
GH,product-2766,194,55.39
KE,product-2767,394,9.17
ZA,product-2768,612,16.68
MA,product-2769,855,65.30
NG,product-2770,970,34.86
GH,product-2771,993,24.03
KE,product-2772,972,49.61
ZA,product-2773,595,27.90
MA,product-2774,728,15.39
NG,product-2775,550,37.60
GH,product-2776,988,50.15
KE,product-2777,863,91.97
ZA,product-2778,200,76.22
MA,product-2779,994,60.28
NG,product-2780,76,84.26
GH,product-2781,610,28.11
KE,product-2782,829,19.47
ZA,product-2783,236,71.40
MA,product-2784,537,63.62
NG,product-2785,878,37.48
GH,product-2786,587,66.91
KE,product-2787,197,87.04
ZA,product-2788,155,1.73
MA,product-2789,570,73.64
NG,product-2790,618,64.08
GH,product-2791,61,63.72
KE,product-2792,652,80.53
ZA,product-2793,80,29.86
MA,product-2794,979,48.95
NG,product-2795,481,28.23
GH,product-2796,975,14.98
KE,product-2797,533,82.16
ZA,product-2798,973,7.24
MA,product-2799,825,94.60
NG,product-2800,871,41.81
GH,product-2801,361,32.46
KE,product-2802,366,44.74
ZA,product-2803,548,91.96
MA,product-2804,455,4.27
NG,product-2805,764,21.47
GH,product-2806,783,96.58
KE,product-2807,364,15.55
ZA,product-2808,48,91.39
MA,product-2809,834,84.71
NG,product-2810,574,71.31
GH,product-2811,968,87.73
KE,product-2812,925,98.03
ZA,product-2813,500,47.20
MA,product-2814,384,80.37
NG,product-2815,683,28.95
GH,product-2816,814,76.70
KE,product-2817,710,76.81
ZA,product-2818,252,1.65
MA,product-2819,566,46.53
NG,product-2820,712,6.41
GH,product-2821,212,9.01
KE,product-2822,910,7.09
ZA,product-2823,228,93.39
MA,product-2824,836,30.03
NG,product-2825,431,32.63
GH,product-2826,972,2.67
KE,product-2827,381,6.43
ZA,product-2828,971,95.42
MA,product-2829,132,55.24
NG,product-2830,306,32.99
GH,product-2831,366,22.07
KE,product-2832,796,33.45
ZA,product-2833,754,29.77
MA,product-2834,62,50.75
NG,product-2835,714,37.15
GH,product-2836,601,1.32
KE,product-2837,409,97.09
ZA,product-2838,539,36.45
MA,product-2839,603,79.95
NG,product-2840,10,14.13
GH,product-2841,274,11.68
KE,product-2842,841,11.03
ZA,product-2843,977,73.48
MA,product-2844,18,11.87
NG,product-2845,235,70.93
GH,product-2846,763,95.38
KE,product-2847,882,51.54
ZA,product-2848,369,14.22
MA,product-2849,880,10.19
NG,product-2850,711,15.23
GH,product-2851,967,25.93
KE,product-2852,449,99.72
ZA,product-2853,785,40.13
MA,product-2854,968,57.28
NG,product-2855,34,62.43
GH,product-2856,335,42.53
KE,product-2857,787,97.43
ZA,product-2858,83,82.79
MA,product-2859,400,91.00
NG,product-2860,479,83.40
GH,product-2861,986,49.79
KE,product-2862,731,41.69
ZA,product-2863,495,62.79
MA,product-2864,508,31.11
NG,product-2865,497,54.34
GH,product-2866,547,42.65
KE,product-2867,600,82.28
ZA,product-2868,797,47.91
MA,product-2869,768,25.37
NG,product-2870,309,0.61
GH,product-2871,329,61.60
KE,product-2872,799,50.30
ZA,product-2873,843,49.16
MA,product-2874,139,55.33
NG,product-2875,897,48.02
GH,product-2876,701,50.08
KE,product-2877,467,32.49
ZA,product-2878,676,94.32
MA,product-2879,190,97.03
NG,product-2880,250,51.66
GH,product-2881,752,27.04
KE,product-2882,841,74.62
ZA,product-2883,844,54.49
MA,product-2884,31,76.19
NG,product-2885,811,68.23
GH,product-2886,993,35.23
KE,product-2887,559,44.55
ZA,product-2888,161,81.44
MA,product-2889,617,66.73
NG,product-2890,955,37.42
GH,product-2891,231,76.01
KE,product-2892,503,29.41
ZA,product-2893,243,24.48
MA,product-2894,763,97.68
NG,product-2895,136,57.92
GH,product-2896,87,42.76
KE,product-2897,45,81.61
ZA,product-2898,740,83.82
MA,product-2899,227,59.78
NG,product-2900,683,82.43
GH,product-2901,446,34.41
KE,product-2902,941,47.21
ZA,product-2903,941,88.36
MA,product-2904,315,84.51
NG,product-2905,863,65.25
GH,product-2906,839,5.23
KE,product-2907,889,73.38
ZA,product-2908,663,17.69
MA,product-2909,611,99.08
NG,product-2910,768,67.62
GH,product-2911,406,57.66
KE,product-2912,237,43.78
ZA,product-2913,782,57.08
MA,product-2914,376,99.40
NG,product-2915,609,92.48
GH,product-2916,954,45.56
KE,product-2917,756,34.04
ZA,product-2918,783,11.22
MA,product-2919,31,45.33
NG,product-2920,864,63.11
GH,product-2921,976,37.13
KE,product-2922,634,37.02
ZA,product-2923,451,5.16
MA,product-2924,281,0.74
NG,product-2925,123,0.68
GH,product-2926,236,79.38
KE,product-2927,481,84.08
ZA,product-2928,759,51.07
MA,product-2929,464,27.83
NG,product-2930,420,20.98
GH,product-2931,689,19.83
KE,product-2932,726,82.06
ZA,product-2933,390,52.36
MA,product-2934,925,69.44
NG,product-2935,338,67.15
GH,product-2936,463,8.59
KE,product-2937,937,4.39
ZA,product-2938,252,51.88
MA,product-2939,529,41.97
NG,product-2940,614,73.94
GH,product-2941,602,4.74
KE,product-2942,977,49.75
ZA,product-2943,235,37.11
MA,product-2944,866,34.73
NG,product-2945,798,97.03
GH,product-2946,209,14.67
KE,product-2947,84,47.83
ZA,product-2948,999,75.96
MA,product-2949,873,46.31
NG,product-2950,522,58.36
GH,product-2951,0,1.95
KE,product-2952,749,70.58
ZA,product-2953,673,37.30
MA,product-2954,490,14.36
NG,product-2955,643,29.48
GH,product-2956,697,90.82
KE,product-2957,107,30.66
ZA,product-2958,364,26.66
MA,product-2959,347,11.39
NG,product-2960,830,82.15
GH,product-2961,48,98.83
KE,product-2962,811,44.47
ZA,product-2963,218,96.31
MA,product-2964,670,81.26
NG,product-2965,306,27.37
GH,product-2966,892,98.54
KE,product-2967,417,47.12
ZA,product-2968,542,99.38
MA,product-2969,518,94.69
NG,product-2970,811,77.60
GH,product-2971,952,95.46
KE,product-2972,965,89.01
ZA,product-2973,355,40.24
MA,product-2974,46,29.87
NG,product-2975,441,19.72
GH,product-2976,635,58.68
KE,product-2977,948,59.77
ZA,product-2978,948,39.82
MA,product-2979,823,66.88
NG,product-2980,350,70.60
GH,product-2981,732,42.73
KE,product-2982,339,66.53
ZA,product-2983,630,7.86
MA,product-2984,75,5.76
NG,product-2985,788,67.59
GH,product-2986,432,77.09
KE,product-2987,407,57.47
ZA,product-2988,932,69.09
MA,product-2989,32,17.41
NG,product-2990,427,28.41
GH,product-2991,179,94.48
KE,product-2992,482,72.50
ZA,product-2993,342,34.28
MA,product-2994,717,88.70
NG,product-2995,126,66.42
GH,product-2996,691,94.94
KE,product-2997,983,10.88
ZA,product-2998,110,71.92
MA,product-2999,946,69.68
NG,product-3000,435,67.18
GH,product-3001,250,23.73
KE,product-3002,644,99.14
ZA,product-3003,109,2.88
MA,product-3004,406,92.61
NG,product-3005,666,34.97
GH,product-3006,513,78.39
KE,product-3007,764,75.19
ZA,product-3008,245,16.97
MA,product-3009,413,29.14
NG,product-3010,818,51.78
GH,product-3011,28,56.96
KE,product-3012,502,94.91
ZA,product-3013,148,75.97
MA,product-3014,324,74.81
NG,product-3015,890,0.77
GH,product-3016,428,78.81
KE,product-3017,571,51.95
ZA,product-3018,282,1.83
MA,product-3019,180,17.28
NG,product-3020,175,32.46
GH,product-3021,342,88.01
KE,product-3022,937,33.80
ZA,product-3023,116,13.35
MA,product-3024,219,0.34
NG,product-3025,580,0.75
GH,product-3026,960,71.50
KE,product-3027,582,84.78
ZA,product-3028,920,2.51
MA,product-3029,776,51.41
NG,product-3030,803,98.60
GH,product-3031,481,80.88
KE,product-3032,391,30.71
ZA,product-3033,851,48.80
MA,product-3034,368,14.51
NG,product-3035,117,7.62
GH,product-3036,868,17.23
KE,product-3037,857,27.95
ZA,product-3038,8,21.65
MA,product-3039,231,3.66
NG,product-3040,572,85.20
GH,product-3041,944,30.87
KE,product-3042,144,57.85
ZA,product-3043,599,94.85
MA,product-3044,559,61.07
NG,product-3045,604,68.66
GH,product-3046,634,6.04
KE,product-3047,719,21.75
ZA,product-3048,469,98.57
MA,product-3049,958,54.69
NG,product-3050,694,17.86
GH,product-3051,93,33.25
KE,product-3052,953,1.75
ZA,product-3053,700,17.50
MA,product-3054,317,30.31
NG,product-3055,79,93.33
GH,product-3056,207,97.96
KE,product-3057,974,10.07
ZA,product-3058,262,1.05
MA,product-3059,364,5.10
NG,product-3060,496,3.16
GH,product-3061,882,76.95
KE,product-3062,491,46.52
ZA,product-3063,855,1.09
MA,product-3064,299,86.85
NG,product-3065,127,96.38
GH,product-3066,683,76.56
KE,product-3067,164,44.65
ZA,product-3068,569,25.88
MA,product-3069,770,90.85
NG,product-3070,455,58.57
GH,product-3071,422,35.33
KE,product-3072,261,39.02
ZA,product-3073,648,80.39
MA,product-3074,740,23.37
NG,product-3075,346,5.14
GH,product-3076,140,65.52
KE,product-3077,958,2.93
ZA,product-3078,238,58.94
MA,product-3079,50,14.64
NG,product-3080,601,42.01
GH,product-3081,810,27.45
KE,product-3082,146,95.49
ZA,product-3083,315,80.06
MA,product-3084,664,34.68
NG,product-3085,463,58.47
GH,product-3086,454,80.10
KE,product-3087,44,2.29
ZA,product-3088,621,73.67
MA,product-3089,892,92.71
NG,product-3090,675,25.81
GH,product-3091,285,40.12
KE,product-3092,472,3.15
ZA,product-3093,742,70.23
MA,product-3094,876,66.80
NG,product-3095,792,43.83
GH,product-3096,796,46.67
KE,product-3097,652,37.87
ZA,product-3098,412,11.27
MA,product-3099,864,94.98
NG,product-3100,757,65.56
GH,product-3101,373,83.89
KE,product-3102,18,75.87
ZA,product-3103,241,78.74
MA,product-3104,36,94.34
NG,product-3105,100,62.64
GH,product-3106,53,40.48
KE,product-3107,775,23.55
ZA,product-3108,197,96.92
MA,product-3109,561,27.98
NG,product-3110,359,32.67
GH,product-3111,84,71.23
KE,product-3112,576,0.74
ZA,product-3113,787,12.06
MA,product-3114,843,21.75
NG,product-3115,952,12.07
GH,product-3116,446,28.92
KE,product-3117,835,7.94
ZA,product-3118,552,99.14
MA,product-3119,708,58.74
NG,product-3120,899,17.26
GH,product-3121,91,94.97
KE,product-3122,502,67.42
ZA,product-3123,328,70.49
MA,product-3124,794,60.65
NG,product-3125,248,93.47
GH,product-3126,397,0.58
KE,product-3127,58,93.94
ZA,product-3128,97,68.62
MA,product-3129,418,91.04
NG,product-3130,802,31.32
GH,product-3131,12,73.88
KE,product-3132,256,29.22
ZA,product-3133,234,7.85
MA,product-3134,929,20.76
NG,product-3135,910,26.90
GH,product-3136,628,69.48
KE,product-3137,558,20.03
ZA,product-3138,418,31.87
MA,product-3139,439,14.58
NG,product-3140,296,43.71
GH,product-3141,864,99.77
KE,product-3142,214,44.18
ZA,product-3143,535,14.72
MA,product-3144,322,20.28
NG,product-3145,898,56.05
GH,product-3146,990,96.80
KE,product-3147,959,85.67
ZA,product-3148,452,27.17
MA,product-3149,320,56.29
NG,product-3150,421,18.69
GH,product-3151,26,63.09
KE,product-3152,423,43.68
ZA,product-3153,710,17.76
MA,product-3154,760,23.70
NG,product-3155,53,11.01
GH,product-3156,779,24.89
KE,product-3157,270,81.99
ZA,product-3158,314,23.36
MA,product-3159,181,90.28
NG,product-3160,240,73.29
GH,product-3161,621,72.12
KE,product-3162,464,22.86
ZA,product-3163,405,94.04
MA,product-3164,905,64.65
NG,product-3165,459,82.22
GH,product-3166,728,78.11
KE,product-3167,976,40.42
ZA,product-3168,571,52.22
MA,product-3169,552,74.73
NG,product-3170,240,32.68
GH,product-3171,569,68.35
KE,product-3172,373,77.46
ZA,product-3173,623,16.51
MA,product-3174,735,42.06
NG,product-3175,15,69.75
GH,product-3176,935,29.66
KE,product-3177,429,47.81
ZA,product-3178,104,26.36
MA,product-3179,96,71.31
NG,product-3180,434,59.39
GH,product-3181,630,46.37
KE,product-3182,999,90.87
ZA,product-3183,812,50.18
MA,product-3184,117,79.48
NG,product-3185,266,23.65
GH,product-3186,149,77.74
KE,product-3187,302,38.52
ZA,product-3188,47,26.08
MA,product-3189,925,47.80
NG,product-3190,421,48.01
GH,product-3191,769,47.17
KE,product-3192,358,61.85
ZA,product-3193,312,35.17
MA,product-3194,602,97.56
NG,product-3195,411,43.03
GH,product-3196,824,72.23
KE,product-3197,118,43.77
ZA,product-3198,707,81.87
MA,product-3199,995,31.06
NG,product-3200,390,53.76
GH,product-3201,592,16.18
KE,product-3202,190,52.90
ZA,product-3203,74,26.83
MA,product-3204,569,4.68
NG,product-3205,970,23.09
GH,product-3206,518,11.31
KE,product-3207,973,70.72
ZA,product-3208,923,70.55
MA,product-3209,934,82.08
NG,product-3210,611,77.83
GH,product-3211,504,68.55
KE,product-3212,599,72.45
ZA,product-3213,678,41.37
MA,product-3214,25,83.66
NG,product-3215,911,57.03
GH,product-3216,882,98.90
KE,product-3217,415,7.17
ZA,product-3218,721,36.60
MA,product-3219,425,56.93
NG,product-3220,593,39.98
GH,product-3221,540,64.61
KE,product-3222,578,41.00
ZA,product-3223,773,39.26
MA,product-3224,489,5.18
NG,product-3225,290,50.42
GH,product-3226,631,98.65
KE,product-3227,92,95.42
ZA,product-3228,895,33.64
MA,product-3229,709,84.73
NG,product-3230,522,48.68
GH,product-3231,286,31.64
KE,product-3232,150,34.24
ZA,product-3233,51,66.15
MA,product-3234,515,59.25
NG,product-3235,363,7.87
GH,product-3236,592,62.95
KE,product-3237,446,43.26
ZA,product-3238,249,85.89
MA,product-3239,173,49.98
NG,product-3240,388,9.55
GH,product-3241,804,19.48
KE,product-3242,397,17.32
ZA,product-3243,644,32.28
MA,product-3244,344,26.74
NG,product-3245,991,61.44
GH,product-3246,643,2.14
KE,product-3247,938,93.50
ZA,product-3248,129,92.02
MA,product-3249,506,83.99
NG,product-3250,129,52.11
GH,product-3251,316,59.60
KE,product-3252,79,75.62
ZA,product-3253,543,9.97
MA,product-3254,934,93.71
NG,product-3255,877,1.67
GH,product-3256,199,71.53
KE,product-3257,13,77.81
ZA,product-3258,509,81.73
MA,product-3259,209,88.42
NG,product-3260,406,5.09
GH,product-3261,990,41.06
KE,product-3262,755,13.20
ZA,product-3263,29,48.52
MA,product-3264,885,41.05
NG,product-3265,145,91.79
GH,product-3266,236,47.05
KE,product-3267,210,24.93
ZA,product-3268,224,81.42
MA,product-3269,9,26.43
NG,product-3270,105,41.29
GH,product-3271,852,39.75
KE,product-3272,322,40.03
ZA,product-3273,505,68.64
MA,product-3274,902,28.28
NG,product-3275,382,4.94
GH,product-3276,786,24.75
KE,product-3277,118,67.35
ZA,product-3278,787,35.82
MA,product-3279,612,86.61
NG,product-3280,439,16.02
GH,product-3281,556,68.00
KE,product-3282,847,22.19
ZA,product-3283,38,93.94
MA,product-3284,636,4.42
NG,product-3285,117,86.77
GH,product-3286,74,45.73
KE,product-3287,102,7.57
ZA,product-3288,88,9.39
MA,product-3289,972,84.53
NG,product-3290,123,86.21
GH,product-3291,377,46.79
KE,product-3292,737,30.23
ZA,product-3293,562,51.35
MA,product-3294,627,42.50
NG,product-3295,620,39.79
GH,product-3296,922,26.09
KE,product-3297,451,45.56
ZA,product-3298,305,23.47
MA,product-3299,953,86.69
NG,product-3300,370,9.11
GH,product-3301,660,77.69
KE,product-3302,263,70.36
ZA,product-3303,601,85.50
MA,product-3304,216,69.00
NG,product-3305,498,75.63
GH,product-3306,13,4.51
KE,product-3307,425,68.87
ZA,product-3308,296,66.48
MA,product-3309,584,49.29
NG,product-3310,127,57.10
GH,product-3311,287,35.98
KE,product-3312,113,88.69
ZA,product-3313,938,76.87
MA,product-3314,868,55.34
NG,product-3315,486,90.01
GH,product-3316,541,47.59
KE,product-3317,124,89.83
ZA,product-3318,240,60.39
MA,product-3319,697,43.59
NG,product-3320,246,52.87
GH,product-3321,588,63.44
KE,product-3322,269,15.47
ZA,product-3323,346,64.25
MA,product-3324,769,80.42
NG,product-3325,183,67.99
GH,product-3326,107,61.23
KE,product-3327,189,8.26
ZA,product-3328,290,80.86
MA,product-3329,945,46.12
NG,product-3330,712,83.20
GH,product-3331,853,89.58
KE,product-3332,601,71.64
ZA,product-3333,646,68.36
MA,product-3334,690,60.18
NG,product-3335,8,70.59
GH,product-3336,344,73.32
KE,product-3337,418,46.37
ZA,product-3338,659,3.93
MA,product-3339,808,42.94
NG,product-3340,34,5.16
GH,product-3341,193,38.01
KE,product-3342,654,43.11
ZA,product-3343,458,2.68
MA,product-3344,924,36.45
NG,product-3345,346,44.41
GH,product-3346,632,51.85
KE,product-3347,778,36.04
ZA,product-3348,773,58.15
MA,product-3349,766,50.32
NG,product-3350,962,33.37
GH,product-3351,664,49.51
KE,product-3352,585,81.17
ZA,product-3353,912,39.57
MA,product-3354,783,1.04
NG,product-3355,561,34.71
GH,product-3356,271,32.39
KE,product-3357,246,52.24
ZA,product-3358,541,18.32
MA,product-3359,290,64.78
NG,product-3360,107,41.00
GH,product-3361,994,73.24
KE,product-3362,604,87.75
ZA,product-3363,367,85.78
MA,product-3364,687,55.70
NG,product-3365,824,28.86
GH,product-3366,461,16.05
KE,product-3367,235,61.74
ZA,product-3368,797,59.41
MA,product-3369,750,5.69
NG,product-3370,880,78.91
GH,product-3371,120,19.27
KE,product-3372,618,28.13
ZA,product-3373,337,46.53
MA,product-3374,240,3.94
NG,product-3375,206,77.11
GH,product-3376,291,69.60
KE,product-3377,514,65.94
ZA,product-3378,242,74.80
MA,product-3379,705,40.92
NG,product-3380,93,68.23
GH,product-3381,703,1.32
KE,product-3382,704,83.79
ZA,product-3383,70,33.23
MA,product-3384,392,97.49
NG,product-3385,413,66.37
GH,product-3386,443,16.14
KE,product-3387,73,86.46
ZA,product-3388,2,88.20
MA,product-3389,78,19.88
NG,product-3390,23,46.63
GH,product-3391,885,43.14
KE,product-3392,559,66.64
ZA,product-3393,601,19.42
MA,product-3394,952,48.53
NG,product-3395,719,40.97
GH,product-3396,590,8.80
KE,product-3397,184,72.77
ZA,product-3398,672,26.58
MA,product-3399,793,61.60
NG,product-3400,986,4.86
GH,product-3401,766,25.23
KE,product-3402,383,71.04
ZA,product-3403,828,87.19
MA,product-3404,604,86.10
NG,product-3405,555,5.67
GH,product-3406,10,39.36
KE,product-3407,989,10.60
ZA,product-3408,138,58.66
MA,product-3409,232,35.72
NG,product-3410,914,68.57
GH,product-3411,685,18.31
KE,product-3412,471,26.56
ZA,product-3413,598,2.54
MA,product-3414,84,85.52
NG,product-3415,896,67.38
GH,product-3416,937,93.12
KE,product-3417,718,11.57
ZA,product-3418,119,7.22
MA,product-3419,618,81.15
NG,product-3420,885,85.64
GH,product-3421,274,70.00
KE,product-3422,557,82.42
ZA,product-3423,583,34.04
MA,product-3424,531,81.57
NG,product-3425,391,19.35
GH,product-3426,454,14.69
KE,product-3427,731,73.07
ZA,product-3428,447,11.29
MA,product-3429,592,51.07
NG,product-3430,562,21.95
GH,product-3431,383,9.86
KE,product-3432,179,8.49
ZA,product-3433,91,13.08
MA,product-3434,224,27.12
NG,product-3435,479,14.62
GH,product-3436,261,8.38
KE,product-3437,101,79.73
ZA,product-3438,922,8.62
MA,product-3439,905,32.77
NG,product-3440,562,93.74
GH,product-3441,911,88.96
KE,product-3442,809,87.47
ZA,product-3443,163,99.87
MA,product-3444,747,33.71
NG,product-3445,64,64.29
GH,product-3446,589,3.40
KE,product-3447,978,98.58
ZA,product-3448,172,44.49
MA,product-3449,510,96.15
NG,product-3450,785,88.37
GH,product-3451,344,98.12
KE,product-3452,659,45.76
ZA,product-3453,420,79.57
MA,product-3454,909,15.83
NG,product-3455,531,18.99
GH,product-3456,363,54.19
KE,product-3457,880,33.97
ZA,product-3458,949,29.75
MA,product-3459,268,74.17
NG,product-3460,454,2.07
GH,product-3461,569,66.86
KE,product-3462,598,40.43
ZA,product-3463,452,96.80
MA,product-3464,796,61.57
NG,product-3465,654,75.42
GH,product-3466,845,91.40
KE,product-3467,201,84.33
ZA,product-3468,809,2.03
MA,product-3469,14,13.52
NG,product-3470,29,31.32
GH,product-3471,769,15.91
KE,product-3472,34,0.49
ZA,product-3473,468,36.13
MA,product-3474,312,71.16
NG,product-3475,258,18.26
GH,product-3476,352,62.77
KE,product-3477,580,87.26
ZA,product-3478,70,74.18
MA,product-3479,601,59.44
NG,product-3480,251,79.04
GH,product-3481,358,94.88
KE,product-3482,476,13.84
ZA,product-3483,462,75.91
MA,product-3484,987,17.26
NG,product-3485,702,19.97
GH,product-3486,493,39.88
KE,product-3487,761,66.16
ZA,product-3488,925,33.81
MA,product-3489,532,87.26
NG,product-3490,452,80.47
GH,product-3491,378,94.88
KE,product-3492,929,67.81
ZA,product-3493,543,83.84
MA,product-3494,492,79.88
NG,product-3495,849,22.94
GH,product-3496,118,32.06
KE,product-3497,42,87.96
ZA,product-3498,473,3.73
MA,product-3499,455,61.17
NG,product-3500,773,44.43
GH,product-3501,492,28.31
KE,product-3502,340,25.19
ZA,product-3503,201,61.28
MA,product-3504,883,19.25
NG,product-3505,732,10.75
GH,product-3506,840,26.79
KE,product-3507,344,76.03
ZA,product-3508,207,67.32
MA,product-3509,514,21.88
NG,product-3510,625,83.25
GH,product-3511,841,9.50
KE,product-3512,475,86.94
ZA,product-3513,752,73.16
MA,product-3514,948,89.87
NG,product-3515,320,31.59
GH,product-3516,819,6.27
KE,product-3517,702,95.63
ZA,product-3518,696,59.14
MA,product-3519,33,81.37
NG,product-3520,318,18.01
